task_id	name	status	energy_consumption	CO2e	time	cpus	powerdraw_cpu	cpu_model	cpu_usage	requested_memory
4	SANGERTOL_TREEVAL:TREEVAL:HIC_MAPPING:GrabFiles (ucMarCocc1_1)	COMPLETED	209.89 uWh	48.51 ug	34.0ms	1	12.0	Intel Xeon Processor (Skylake, IBRS)	0.909	6.0 GB
7	SANGERTOL_TREEVAL:TREEVAL:LONGREAD_COVERAGE:GrabFiles (ucMarCocc1_1)	COMPLETED	251.81 uWh	58.2 ug	43.0ms	1	12.0	Intel Xeon Processor (Skylake, IBRS)	0.852	6.0 GB
8	SANGERTOL_TREEVAL:TREEVAL:KMER:GrabFiles (ucMarCocc1_1)	COMPLETED	187.75 uWh	43.39 ug	32.0ms	1	12.0	Intel Xeon Processor (Skylake, IBRS)	0.8540000000000001	6.0 GB
2	SANGERTOL_TREEVAL:TREEVAL:GENERATE_GENOME:CUSTOM_GETCHROMSIZES (ucMarCocc1_1)	COMPLETED	5.69 mWh	1.31 mg	1s	1	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.8220000000000001	6.0 GB
9	SANGERTOL_TREEVAL:TREEVAL:LONGREAD_COVERAGE:MINIMAP2_INDEX (1)	COMPLETED	73.81 mWh	17.06 mg	2s	6	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.905	36.0 GB
14	SANGERTOL_TREEVAL:TREEVAL:SYNTENY:GET_SYNTENY_GENOMES (sponges)	COMPLETED	97.84 uWh	22.61 ug	26.0ms	1	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.47600000000000003	6.0 GB
48	SANGERTOL_TREEVAL:TREEVAL:GENERATE_GENOME:GNU_SORT (ucMarCocc1_1)	COMPLETED	217.5 uWh	50.27 ug	22.0ms	2	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.688	12.0 GB
47	SANGERTOL_TREEVAL:TREEVAL:GENERATE_GENOME:GET_LARGEST_SCAFF (ucMarCocc1_1)	COMPLETED	230.36 uWh	53.24 ug	19.0ms	2	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.889	12.0 GB
51	SANGERTOL_TREEVAL:TREEVAL:REPEAT_DENSITY:GNU_SORT_B (ucMarCocc1_1)	COMPLETED	147.33 uWh	34.05 ug	26.0ms	2	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.309	12.0 GB
52	SANGERTOL_TREEVAL:TREEVAL:REPEAT_DENSITY:BEDTOOLS_MAKEWINDOWS (ucMarCocc1_1)	COMPLETED	0.0 pWh	0.0 pg	0.0ms	1	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.529	6.0 GB
53	SANGERTOL_TREEVAL:TREEVAL:REPEAT_DENSITY:GNU_SORT_C (ucMarCocc1_1)	COMPLETED	171.47 uWh	39.63 ug	34.0ms	2	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.253	12.0 GB
1	SANGERTOL_TREEVAL:TREEVAL:HIC_MAPPING:BWAMEM2_INDEX (ucMarCocc1.fa)	COMPLETED	236.44 mWh	54.65 mg	17s	1	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.8320000000000001	50.0 GB
3	SANGERTOL_TREEVAL:TREEVAL:HIC_MAPPING:GENERATE_CRAM_CSV (ucMarCocc1_1)	COMPLETED	0.0 pWh	0.0 pg	0.0ms	2	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.6940000000000001	12.0 GB
5	SANGERTOL_TREEVAL:TREEVAL:TELO_FINDER:FIND_TELOMERE_REGIONS (ucMarCocc1_1)	COMPLETED	2.63 mWh	607.32 ug	225.0ms	2	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.8490000000000001	12.0 GB
12	SANGERTOL_TREEVAL:TREEVAL:REPEAT_DENSITY:WINDOWMASKER_MKCOUNTS (ucMarCocc1_1)	COMPLETED	78.36 mWh	18.11 mg	6s	2	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.973	12.0 GB
16	SANGERTOL_TREEVAL:TREEVAL:INSILICO_DIGEST:MAKECMAP_FA2CMAPMULTICOLOR (ucMarCocc1_1)	COMPLETED	11.89 mWh	2.75 mg	2s	2	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.33399999999999996	12.0 GB
15	SANGERTOL_TREEVAL:TREEVAL:GENE_ALIGNMENT:PEP_ALIGNMENTS:MINIPROT_INDEX (ucMarCocc1_1)	COMPLETED	29.21 mWh	6.75 mg	1s	6	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.6745	36.0 GB
6	SANGERTOL_TREEVAL:TREEVAL:GAP_FINDER:SEQTK_CUTN (ucMarCocc1_1)	COMPLETED	0.0 pWh	0.0 pg	0.0ms	2	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.639	12.0 GB
17	SANGERTOL_TREEVAL:TREEVAL:INSILICO_DIGEST:MAKECMAP_FA2CMAPMULTICOLOR (ucMarCocc1_1)	COMPLETED	5.68 mWh	1.31 mg	1s	2	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.31	12.0 GB
10	SANGERTOL_TREEVAL:TREEVAL:INSILICO_DIGEST:MAKECMAP_FA2CMAPMULTICOLOR (ucMarCocc1_1)	COMPLETED	11.6 mWh	2.68 mg	2s	2	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.321	12.0 GB
46	SANGERTOL_TREEVAL:TREEVAL:KMER:CAT_CAT (ucMarCocc1_1)	COMPLETED	151.59 mWh	35.03 mg	23s	2	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.392	12.0 GB
